District,District Code,Incumbent Party,Incumbent Name,,Year First Elected,Birth Year,Gender,Race or Ethnicity,Religious Affiliation,LGBTQ Status,Pre-2022 Incumbent,2020 President,,2016 President,,2022 House,,,,2023-2032 House Specials,,,Voting Age Population by Race (2020 Census),,,,,,Citizen Voting Age Population by Race (2016-2020 ACS),,,,,,Educational Attainment by Race for Adults Ages 25+ (2017-2021 ACS),,,,,,,2020 President,,,2016 President,,,2022 House,,,,,,2023-2032 House Special Elections,,,,Total Population (2020 Census),,,,,,,Voting Age Population (2020 Census),,,,,,,Citizen Voting Age Population (2016-2020 ACS),,,,,,,Educational Attainment for Adults 25+ (2017-2021 ACS),,,
Arizona's 1st,AZ-01,Republican,David,Schweikert,2010,1962,Man,White,Christian - Roman Catholic,No,Re-elected,50.1,48.6,44.6,48.8,49.5,50.4,0,0,,,,73.6,13.9,4.0,5.5,3.1,0.3,78.9,11.7,3.6,3.4,2.0,0.1,49.8,36,53.4,59,36.7,276,9,"462,784","231,887","225,013","371,758","165,645","181,468","362,036","179,141","182,336",0,0,559,,,,,"794,611","555,355","129,929","36,781","48,562","27,711","2,877","650,548","479,118","90,167","26,116","35,636","19,976","1,850","621,909","490,385","72,687","22,615","21,104","12,347",923,"583,067","290,215","440,356","235,301"
Arizona's 2nd,AZ-02,Republican,Eli,Crane,2022,1980,Man,White,Christian - Protestant,No,Lost in general (Tom O'Halleran),45.3,53.2,41.1,51.2,46.1,53.8,0,0,,,,60.0,14.6,2.7,2.0,20.8,0.3,61.3,13.9,2.6,1.3,20.6,0.2,24.4,339,31.1,300,42.2,226,10,"405,633","183,714","215,659","317,058","130,295","162,484","323,884","149,151","174,169",0,0,564,,,,,"794,612","439,262","133,934","25,186","16,397","187,042","3,240","628,519","377,323","92,007","17,206","12,333","130,920","2,134","605,347","371,095","83,860","15,677","7,582","124,686","1,031","542,961","132,266","333,976","103,948"
Arizona's 3rd,AZ-03,Democratic,Ruben,Gallego,2014,1979,Man,Hispanic - Mexican/Colombian,Christian - Roman Catholic,No,Re-elected,74.5,23.9,71.4,21.5,76.9,23.0,0,0,,,,23.8,58.2,11.9,3.8,5.1,0.5,30.0,51.8,12.0,2.7,3.1,0.1,17.3,429,34.3,251,19.7,370,11,"229,285","170,840","54,754","170,143","121,424","36,498","141,287","108,599","32,475",0,0,213,,,,,"794,612","155,477","497,430","99,476","29,025","41,416","4,031","568,035","135,143","330,596","67,446","21,438","29,136","2,605","450,729","135,175","233,574","54,081","12,074","14,019",575,"479,917","83,243","120,521","41,288"
Arizona's 4th,AZ-04,Democratic,Greg,Stanton,2018,1970,Man,White,Christian - Roman Catholic,No,Re-elected,54.2,43.9,46.5,44.1,56.0,43.8,0,0,,,,59.4,23.1,6.6,7.3,4.3,0.6,67.1,18.9,6.8,4.0,2.7,0.3,36.3,147,40.3,166,40.1,247,12,"371,497","201,238","162,975","292,378","136,013","128,842","265,818","148,941","116,521",0,0,356,,,,,"794,611","438,281","212,504","59,600","57,732","38,613","5,715","628,965","373,705","145,556","41,594","45,759","27,295","3,757","582,034","390,309","109,719","39,561","23,106","15,969","1,611","532,171","193,322","332,520","133,919"
Arizona's 5th,AZ-05,Republican,Andy,Biggs,2016,1958,Man,White,Christian - Mormon,No,Re-elected,41.0,57.4,35.3,56.6,37.4,56.7,0,0,,,,70.4,15.4,4.5,7.2,2.6,0.5,75.3,14.6,3.7,4.6,1.3,0.1,39.0,118,39.6,177,45.5,190,13,"417,419","171,278","239,646","293,915","103,832","166,365","321,782","120,243","182,464",0,0,"19,075",,,,,"794,612","532,842","141,062","41,770","61,660","22,476","4,918","584,092","411,245","89,803","26,563","42,047","14,972","3,028","528,233","397,839","77,283","19,513","24,269","7,022",579,"506,680","197,540","370,006","146,463"
Arizona's 6th,AZ-06,Republican,Juan,Ciscomani,2022,1982,Man,Hispanic - Mexican,Christian - Protestant,No,Open Seat - Retired (Ann Kirkpatrick),49.3,49.2,43.8,49.0,49.2,50.7,0,0,,,,67.3,21.3,4.4,4.3,3.2,0.5,69.7,21.5,3.7,2.9,1.7,0.2,37.4,137,41.8,151,40.6,242,14,"436,079","214,896","214,580","354,405","155,070","173,737","349,779","171,969","177,201",0,0,609,,,,,"794,611","501,707","196,567","41,106","37,198","28,394","4,976","642,434","432,642","136,923","27,963","27,698","20,616","3,508","606,381","422,736","130,335","22,578","17,582","10,451","1,401","564,473","211,093","388,294","162,186"
Arizona's 7th,AZ-07,Democratic,Raúl,Grijalva,2002,1948,Man,Hispanic - Mexican,Christian - Roman Catholic,No,Re-elected,65.6,32.9,63.4,29.8,64.4,35.4,0,0,,,,32.9,55.5,4.9,3.0,5.8,0.4,37.6,51.6,4.4,2.0,4.0,0.1,20.2,409,32.4,276,25.4,343,15,"296,840","194,860","97,580","236,125","149,723","70,427","196,218","126,418","69,444",0,0,356,,,,,"794,611","226,110","475,267","43,752","23,815","49,322","3,173","601,175","197,763","333,554","29,754","18,143","35,015","2,162","528,947","198,972","273,119","23,277","10,788","20,929",786,"492,232","99,294","165,733","53,662"
Arizona's 8th,AZ-08,Republican,Debbie,Lesko,2018 Special,1958,Woman,White,Christian - Protestant,No,Re-elected,42.5,56.1,37.2,56.1,0,92,0,0,,,,68.6,18.1,5.4,5.3,3.0,0.4,74.9,15.1,4.2,3.7,1.7,0.1,31.9,209,33.6,260,49.7,152,16,"402,630","171,266","225,761","313,776","116,708","176,019","215,049",0,"197,555",0,0,"17,494",,,,,"794,610","510,902","168,012","50,344","46,829","26,290","3,572","628,985","431,740","113,766","33,748","33,420","18,558","2,272","573,386","429,263","86,387","24,171","21,105","10,015",781,"546,673","174,159","391,868","131,792"
Arizona's 9th,AZ-09,Republican,Paul,Gosar,2010,1958,Man,White,Christian - Roman Catholic,No,Re-elected,36.4,62.2,32.3,61.4,0,93,0,0,,,,62.3,25.8,5.2,3.5,3.7,0.5,67.1,23.3,4.7,2.3,2.0,0.2,21.0,399,23.0,411,51.6,137,17,"363,126","132,165","225,719","255,099","82,457","156,561","207,448",0,"192,796",0,0,"14,652",,,,,"794,612","456,611","237,548","48,379","29,914","32,296","4,710","609,223","379,415","157,245","31,786","21,156","22,742","3,165","553,143","371,048","129,089","26,209","12,805","11,009","1,206","543,833","114,284","353,903","81,459"
Arkansas' 1st,AR-01,Republican,Rick,Crawford,2010,1966,Man,White,Christian - Protestant - Baptist,No,Re-elected,28.1,69.0,30.1,65.0,26.2,73.8,0,0,,,,75.8,3.1,16.9,1.0,2.8,0.2,79.1,2.0,16.5,0.5,1.9,0.0,17.5,427,19.0,432,64.1,52,18,"286,792","80,516","197,832","274,701","82,710","178,526","208,372","54,598","153,774",0,0,0,,,,,"752,509","551,532","29,297","139,921","7,852","21,046","1,895","579,039","438,676","18,103","97,812","5,576","16,066","1,079","573,008","453,357","11,281","94,625","2,732","11,002",256,"516,837","90,512","404,364","76,675"
Arkansas' 2nd,AR-02,Republican,French,Hill,2014,1956,Man,White,Christian - Roman Catholic,No,Re-elected,42.1,55.2,39.5,54.5,35.3,60.0,0,0,,,,69.1,5.1,20.3,2.3,3.0,0.1,75.2,2.4,20.0,1.3,1.2,0.0,32.2,204,34.0,254,49.6,153,19,"333,041","140,254","183,964","306,119","120,843","166,843","246,446","86,887","147,975",0,0,"11,584",,,,,"752,710","498,838","46,673","166,319","18,424","23,460","1,008","582,706","402,756","30,008","118,487","13,270","17,665",677,"559,490","420,497","13,203","112,114","7,052","6,471",179,"504,346","162,274","372,294","126,624"
Arkansas' 3rd,AR-03,Republican,Steve,Womack,2010,1957,Man,White,Christian - Protestant - Baptist,No,Re-elected,36.8,60.2,31.8,60.4,32.9,63.7,0,0,,,,71.6,13.9,3.6,4.2,5.6,1.4,82.8,8.3,3.4,2.4,2.9,0.2,30.3,239,33.0,267,55.4,107,20,"300,274","110,479","180,794","259,373","82,476","156,678","223,588","73,541","142,401",0,0,"7,646",,,,,"753,219","509,829","124,073","31,858","33,269","45,272","13,592","566,367","405,651","78,667","20,163","23,673","31,822","7,661","507,316","419,895","41,981","17,254","12,225","14,622",979,"485,391","147,105","362,289","119,699"
Arkansas' 4th,AR-04,Republican,Bruce,Westerman,2014,1967,Man,White,Christian - Protestant - Baptist,No,Re-elected,31.0,66.2,32.5,62.9,26.2,71.0,0,0,,,,69.6,6.0,19.8,1.1,3.3,0.1,74.3,2.9,20.5,0.5,1.5,0.1,17.8,426,19.7,427,59.7,71,21,"298,962","92,683","198,057","290,299","94,416","182,697","216,696","56,745","153,850",0,0,"6,101",,,,,"753,086","503,351","56,804","157,870","9,013","25,836","1,379","584,161","406,689","35,224","115,416","6,220","19,359",876,"579,651","430,914","17,054","118,674","3,157","8,829",431,"514,716","91,378","374,847","73,923"
California's 1st,CA-01,Republican,Doug,LaMalfa,2012,1960,Man,White,Christian - Protestant,No,Re-elected,39.2,58.3,35.6,57.4,37.9,62.1,0,0,,,,65.3,19.5,2.7,6.7,6.0,0.7,73.7,14.9,2.5,4.9,3.3,0.2,22.1,385,24.7,393,55.5,105,22,"348,189","136,550","203,077","297,539","106,000","170,897","246,225","93,386","152,839",0,0,0,,,,,"760,066","470,764","168,674","22,045","54,955","49,322","5,439","592,603","387,123","115,742","15,965","39,916","35,585","3,893","553,979","408,267","82,776","13,733","27,341","18,326","1,219","518,444","114,795","364,772","90,057"
California's 2nd,CA-02,Democratic,Jared,Huffman,2012,1964,Man,White,Humanist,No,Re-elected,73.5,24.0,68.9,23.4,74.4,25.6,0,0,,,,68.4,17.9,2.6,5.9,5.4,0.6,78.1,11.6,2.2,4.5,3.1,0.2,41.8,92,46.9,105,41.4,236,23,"422,441","310,592","101,570","364,279","251,091","85,392","308,749","229,720","79,029",0,0,0,,,,,"760,067","494,857","155,391","19,225","49,662","44,891","5,023","614,494","420,290","110,048","15,735","36,448","33,169","3,672","561,585","438,354","65,378","12,088","25,024","17,319","1,135","549,555","229,627","403,662","189,398"
California's 3rd,CA-03,Republican,Kevin,Kiley,2022,1985,Man,White,Christian - Protestant - Nondenominational,No,Open Seat - Ran in CA-05 after redistricting and won (Tom McClintock),47.9,49.7,42.5,50.3,46.4,53.6,0,0,,,,72.3,12.4,2.4,8.9,3.6,0.6,78.5,11.0,2.1,6.0,1.9,0.2,39.5,110,39.9,173,47.2,176,24,"442,451","211,790","219,762","349,009","148,225","175,609","338,199","156,761","181,438",0,0,0,,,,,"760,065","527,693","107,658","18,422","76,333","30,117","5,695","603,885","436,701","74,828","14,325","53,685","21,894","3,899","560,627","439,893","61,545","11,629","33,789","10,621","1,164","550,005","217,126","416,119","165,945"
California's 4th,CA-04,Democratic,Mike,Thompson,1998,1951,Man,White,Christian - Roman Catholic,No,Re-elected,67.1,30.5,63.7,29.3,67.8,32.2,0,0,,,,55.3,27.5,4.1,10.0,4.0,0.8,65.1,20.5,3.9,8.1,1.5,0.3,34.8,166,41.1,157,38.4,262,25,"373,278","250,308","113,844","313,567","199,588","91,994","260,907","176,900","84,007",0,0,0,,,,,"760,065","391,914","238,697","31,307","78,334","32,399","7,134","611,312","338,179","168,374","24,962","61,291","24,417","5,141","540,803","352,290","111,100","21,150","43,928","8,065","1,511","532,621","185,247","324,171","133,161"
California's 5th,CA-05,Republican,Tom,McClintock,2008,1956,Man,White,Christian - Protestant - Baptist,No,Re-elected,42.7,55.0,39.3,54.6,38.7,61.3,0,0,,,,63.0,22.3,3.1,7.6,4.4,0.9,69.9,19.0,2.6,6.0,1.9,0.4,29.5,254,31.9,286,47.6,173,26,"401,076","171,424","220,770","321,883","126,636","175,706","283,030","109,506","173,524",0,0,0,,,,,"760,065","451,671","193,669","24,900","63,007","35,287","7,228","599,484","377,863","133,798","18,592","45,747","26,338","5,449","554,119","387,382","105,108","14,295","33,284","10,284","2,003","524,485","154,894","353,228","112,570"
California's 6th,CA-06,Democratic,Ami,Bera,2012,1965,Man,Asian - Indian,Unitarian Universalist,No,Re-elected,57.9,39.4,54.8,38.0,55.9,44.1,0,0,,,,51.1,20.3,11.1,14.7,3.8,1.5,57.5,17.0,11.3,11.5,1.5,0.6,28.9,264,30.9,303,39.7,251,27,"333,336","192,873","131,468","255,192","139,951","97,012","216,383","121,058","95,325",0,0,0,,,,,"760,066","358,160","174,324","92,636","117,030","29,297","12,161","577,524","295,331","117,424","64,045","84,712","22,178","8,749","500,559","288,002","85,058","56,322","57,525","7,353","3,077","508,711","146,907","278,366","86,113"
California's 7th,CA-07,Democratic,Doris,Matsui,2005 Special,1944,Woman,Asian - Japanese,Christian - Protestant - Methodist,No,Re-elected,67.4,30.3,66.3,27.7,68.3,31.7,0,0,,,,35.0,24.1,12.4,26.0,3.5,2.4,41.4,21.2,12.9,21.0,1.2,1.5,32.6,192,41.1,156,24.4,351,28,"339,420","228,897","102,737","261,124","173,116","72,303","220,651","150,618","70,033",0,0,0,,,,,"760,066","238,259","202,409","100,217","203,594","26,863","18,701","582,846","204,018","140,253","72,402","151,752","20,345","13,839","501,894","207,603","106,178","64,966","105,497","6,098","7,596","504,106","164,312","194,279","79,904"
California's 8th,CA-08,Democratic,John,Garamendi,2009 Special,1945,Man,White,Christian - Protestant,No,Re-elected,76.0,22.0,75.3,19.4,75.7,24.3,0,0,,,,26.9,31.5,17.7,22.4,3.6,1.6,34.2,24.1,19.0,19.7,1.2,0.7,29.4,255,38.2,195,21.1,361,29,"321,343","244,070","70,550","255,375","192,312","49,541","192,135","145,501","46,634",0,0,0,,,,,"760,065","181,978","267,016","140,076","165,909","27,868","12,890","588,571","158,532","185,553","104,392","131,671","21,090","9,185","485,448","166,052","117,100","92,220","95,639","6,009","3,639","520,786","152,981","160,617","61,358"
California's 9th,CA-09,Democratic,Josh,Harder,2018,1986,Man,White,Christian - Protestant,No,Multiple: Re-elected (Josh Harder) and Retired (Jerry McNerney),55.2,42.6,53.8,40.8,54.8,45.2,0,0,,,,32.6,37.6,9.0,19.4,3.8,1.3,41.6,31.9,8.9,15.2,1.2,0.5,19.6,417,24.8,390,31.3,301,30,"285,397","157,640","121,642","220,655","118,734","89,925","174,400","95,598","78,802",0,0,0,,,,,"760,066","218,118","315,472","71,610","150,016","29,881","9,887","561,822","183,363","211,242","50,490","108,990","21,367","7,080","463,613","192,762","147,673","41,337","70,651","5,531","2,497","478,849","94,058","176,369","43,753"
California's 10th,CA-10,Democratic,Mark,DeSaulnier,2014,1952,Man,White,Christian - Roman Catholic,No,Re-elected,68.6,29.3,65.1,28.9,78.9,0,0,0,,,,51.3,16.7,5.8,24.5,2.3,0.9,60.5,13.8,5.7,18.0,0.8,0.4,54.8,19,56.5,43,26.3,340,31,"409,383","280,973","119,815","324,554","211,297","93,720","251,380","198,415",0,0,0,"52,965",,,,,"760,066","362,247","138,593","48,392","201,432","18,025","7,544","585,695","300,385","97,536","34,008","143,652","13,368","5,305","511,682","309,379","70,397","29,267","92,039","4,099","2,080","514,794","281,855","284,891","160,882"
California's 11th,CA-11,Democratic,Nancy,Pelosi,1987 Special,1940,Woman,White,Christian - Roman Catholic,No,Re-elected,86.3,11.7,86.0,8.9,84.0,16.0,0,0,,,,44.6,13.2,6.6,34.2,1.9,0.7,49.6,10.8,6.1,31.9,0.6,0.3,64.0,5,78.8,4,10.5,419,32,"393,814","339,795","46,210","363,048","312,188","32,219","263,065","220,848","42,217",0,0,0,,,,,"760,067","328,242","107,106","52,253","262,605","14,516","5,709","664,995","296,850","87,723","43,691","227,568","12,865","4,609","566,772","281,335","61,274","34,631","180,610","3,487","1,699","592,765","379,153","274,344","216,243"
California's 12th,CA-12,Democratic,Barbara,Lee,1998 Special,1946,Woman,Black,Christian - Protestant - Baptist,No,Re-elected,89.3,8.6,87.6,6.5,90.5,9.5,0,0,,,,35.2,21.2,18.0,24.6,3.1,0.9,41.9,14.7,19.4,21.7,0.8,0.6,52.7,25,74.1,9,10.9,417,33,"368,206","328,830","31,734","326,129","285,851","21,158","239,969","217,110","22,859",0,0,0,,,,,"760,065","249,406","179,534","140,008","186,168","22,904","7,953","621,080","218,543","131,521","111,824","152,734","19,039","5,745","513,935","215,534","75,759","99,747","111,476","3,960","3,249","534,009","281,349","205,903","152,487"
California's 13th,CA-13,Republican,John,Duarte,2022,1967,Man,White,Christian - Protestant - Episcopalian,No,Open Seat - Ran in CA-09 following redistricting and won (Josh Harder),54.3,43.4,53.4,40.9,49.8,50.2,0,0,,,,25.9,60.7,4.0,7.8,5.0,0.7,35.8,51.1,4.6,6.2,1.3,0.5,12.7,433,20.1,425,28.6,321,34,"230,706","125,261","100,222","179,395","95,740","73,456","133,556","66,496","67,060",0,0,0,,,,,"760,065","168,166","497,280","31,089","59,163","38,192","5,795","544,744","140,851","330,757","21,852","42,536","27,199","4,066","408,828","146,334","208,950","18,998","25,489","5,334","1,987","460,571","58,420","136,844","27,452"
California's 14th,CA-14,Democratic,Eric,Swalwell,2012,1980,Man,White,Christian - Protestant,No,Re-elected,71.7,26.2,70.6,23.5,69.3,30.7,0,0,,,,28.2,22.8,6.6,40.8,2.6,1.9,37.6,19.8,7.6,32.6,0.7,1.0,44.7,72,45.0,122,20.7,364,35,"334,248","239,561","87,626","271,329","191,587","63,695","198,464","137,612","60,852",0,0,0,,,,,"760,065","194,317","188,159","51,796","317,026","19,768","14,773","592,734","166,904","134,915","38,914","241,806","15,190","11,206","485,621","182,413","95,931","36,665","158,159","3,381","5,052","549,189","245,521","168,841","76,017"
California's 15th,CA-15,Democratic,Kevin,Mullin,2022,1970,Man,White,Christian - Roman Catholic,No,Open Seat - Retired (Jackie Speier),77.7,20.4,77.3,17.9,55.5,0,44.5,0,,,,30.2,24.6,3.7,39.6,2.2,1.8,36.5,20.1,3.8,37.3,0.4,1.2,47.3,51,60.0,31,14.6,397,36,"351,079","272,883","71,552","288,191","222,841","51,514","194,874","108,077",0,"86,797",0,0,,,,,"760,066","216,763","201,867","28,846","300,594","16,686","14,175","609,967","184,078","150,342","22,421","241,550","13,137","10,719","502,509","183,539","101,033","18,993","187,461","2,099","6,191","559,988","264,981","180,109","108,080"
California's 16th,CA-16,Democratic,Anna,Eshoo,1992,1942,Woman,White - Armenian,Christian - Chaldean Catholic,No,Re-elected,75.4,22.4,74.4,19.6,57.8,0,42.2,0,,,,46.3,17.4,2.8,32.1,2.0,0.7,55.5,13.9,2.8,26.2,0.7,0.4,61.3,8,69.1,11,17.1,382,37,"382,082","288,193","85,593","327,900","244,067","64,281","241,007","139,235",0,"101,772",0,0,,,,,"760,067","330,179","145,361","22,513","252,667","15,410","5,802","600,512","277,950","104,250","16,618","192,488","12,121","4,335","491,690","272,744","68,519","13,995","128,852","3,239","1,924","535,325","328,141","262,415","181,348"
California's 17th,CA-17,Democratic,Ro,Khanna,2016,1976,Man,Asian - Indian,Hindu,No,Re-elected,72.7,25.3,74.1,20.2,70.9,29.1,0,0,,,,22.8,15.1,2.7,58.5,1.6,0.8,32.3,15.7,3.3,47.0,0.6,0.6,61.0,9,58.2,36,13.5,402,38,"301,898","219,542","76,381","243,900","180,644","49,348","180,253","127,853","52,400",0,0,0,,,,,"760,066","158,606","124,180","21,732","450,797","12,855","6,394","603,500","137,880","90,956","16,225","353,112","9,725","4,758","422,797","136,544","66,265","13,985","198,904","2,502","2,335","540,788","329,840","132,961","77,330"
California's 18th,CA-18,Democratic,Zoe,Lofgren,1994,1947,Woman,White,Christian - Protestant - Lutheran,No,Re-elected,71.0,26.9,71.5,22.7,65.9,34.1,0,0,,,,21.3,60.8,3.0,14.3,4.9,0.7,30.2,50.7,3.2,14.2,0.8,0.3,23.1,367,40.1,168,18.1,381,39,"267,951","190,117","72,029","209,358","149,674","47,503","151,513","99,776","51,737",0,0,0,,,,,"760,065","139,755","497,849","23,170","101,362","36,024","5,476","570,234","121,456","346,468","17,122","81,490","28,045","4,005","408,115","123,364","207,066","13,034","58,025","3,154","1,113","487,284","112,554","117,424","47,101"
