,date,text
18,"Sep 19, 2022","I’m running to be an independent voice who will get things done. Top of my list:

☑️Protect reproductive rights
☑️Fight for working families in #WA03
☑️Keep big money out of politics

There are 50 days until the election. Help me share my message!"
19,"Sep 19, 2022","Help elect a pro-choice mother who works in the trades & keep Republican extremist, Joe Kent out of Congress"
20,"Sep 19, 2022","The first official #WA03 debate is next Tuesday at 6:00. 

I look forward to the opportunity to put on display the stark differences between our views and ensure our district has an opportunity to make an informed choice this November!

RSVP Here: https://mobilize.us/s/HY8P4z"
21,"Sep 19, 2022","Running for office is one of the most demanding things I’ve ever done.

But every day I get to meet more people from more communities and see the campaign grow. We can flip this seat and make sure the interests of real Washingtonians are represented in Congress."
22,"Sep 18, 2022","When the future speaks, listen."
23,"Sep 18, 2022","Tell me you’ve lived in Washington for less than 2 years without telling me you’ve lived in Washington for less than 2 years.

It’s Wahkiakum County, Joe. Good luck pronouncing Sequim."
24,"Sep 17, 2022","Rural Democrats are an endangered species. I know that’s a loaded term here in spotted owl country.

But we are here, we are real, and we are going to flip this district blue in November. Thank you, Skamania County Democrats!"
25,"Sep 17, 2022","Looking forward to dinner with the Skamania County Democrats tonight.

This is what a truly people-powered movement looks like!"
26,"Sep 17, 2022",Camas was a blast! See you all at Loowit Brewing in Vancouver at 1:00.
27,"Sep 16, 2022","This cheap stunt is not going to fix our immigration system and it’s downright inhumane.

MAGA Republicans are too busy using people as pawns to actually improve anything for Americans. We need leadership right now, not the antics of high school bullies."
28,"Sep 16, 2022","I'll be making three stops to hear your needs and share how my platform can truly address them.  

Connect with me across #WA03 this weekend, it's gonna be a good one."
29,"Sep 16, 2022","I'm not afraid to go toe to toe with Joe Kent in a debate over the needs of our district and country. In fact, I can't wait to put our differences on display.

Stay tuned for ticket info and how to watch from home"
30,"Sep 16, 2022","Thank you for the heartfelt words, Warren. I’m ready to give Congress a much needed tuneup 🛠"
31,"Sep 16, 2022",You can read the rest of Warren’s letter here:
32,"Sep 16, 2022","Let’s be clear: Joe Kent wants to privatize the VA. His “plan” would make veterans pay higher costs for lower quality health care. It’s another extremely bad idea from a guy who offers nothing else.

What we really need is a fully-funded VA dedicated to serving veterans first."
33,"Sep 15, 2022","Help me make this Saturday the biggest yet for our campaign‼️

10:30 am Canvass Launch at Crown Park in Camas 

1:00 pm Rally at 
@LoowitBrewing
 with 
@BobFergusonAG
 & 
@WaTreasurer


Let’s knock on some doors🚪& drink some beer! 🍻 RSVP Here: https://mobilize.us/marieforcongress/"
34,"Sep 15, 2022",Vancouver Rally: https://mobilize.us/s/0fj4fY
35,"Sep 15, 2022",Camas Canvass: https://mobilize.us/s/g7FqL1
36,"Sep 15, 2022","Americans who love freedom overwhelmingly support marriage equality. This should not be up for debate in 2022. 

I stand with the LGBTQ community & support the Respect for Marriage Act 🏳️‍🌈"
37,"Sep 15, 2022","Signs are going up across the district, thank you to our wonderful volunteers who are making it happen! 🐑 🌲Request a sign here: https://marieforcongress.com/yard-signs/"
38,"Sep 14, 2022","Actually Joe, rejecting well-established science in pursuit of power is authoritarianism. 

Also, the vaccine mandate for firefighters ended in May…"
39,"Sep 14, 2022","Joe Kent will vote for a national ban on abortion and the GOP has made clear that this is a top priority if they have the majority in November. 

Electing pro-choice candidates has never been more important. Join me in this fight!"
40,"Sep 14, 2022","Thank you, 
@BoldDems
!

The choice here in #WA03 is clear: MAGA extremist Joe Kent wants to ban immigration for 20 years and puts white nationalists on his payroll.

I’m a pro-choice mom, daughter of an immigrant, and small business owner who will work for all Washington families."
41,"Sep 14, 2022","To those of you who think we can’t flip this seat…👇
Quote Tweet
ESPN
@espn
·"
42,"Sep 12, 2022","“They wrote me off, I ain’t write back though.”

Geno Smith with a message 🗣"
43,"Sep 13, 2022","There are loggers in my family going back generations, I know the importance of proper forest management. 

We ALSO need to address the (very real) climate crisis that is responsible for the increased severity and frequency of forest fires in our region."
44,"Sep 12, 2022","Organizing is a fundamental right protected by the First Amendment. 

People need to be able to represent their interests to be treated fairly and earn a living wage. In Congress, I’ll stand up for workers and support meaningful legislation like the #PROAct."
45,"Sep 12, 2022","This race, and the issues facing everyday Washingtonians, are bigger than partisanship – our Republican friends and neighbors are sad to see extremists taking over their party, too. This is an opportunity to do better for everyone in our district, and I’m not passing it up."
46,"Sep 12, 2022",Yesterday’s rallies in Vancouver and Longview were just the start. We need to keep the momentum going! Join us in Camas this Saturday. RSVP here: https://mobilize.us/s/g7FqL1
47,"Sep 11, 2022","September, 11th 2001. 

Today we remember those who tragically lost their lives and honor first responders who risked theirs at ground zero.

We will never forget."
48,"Sep 10, 2022","Thank you, Vancouver. This is what a winning campaign looks like! Let’s go knock all the doors 🚪"
49,"Sep 9, 2022","Stay safe, Lewis County! Thank you to all the first responders working tonight."
50,"Sep 9, 2022","58% of respondents and 1 in 4 Republicans think MAGA is threatening democracy? 

I guess restricting voting rights, inciting an insurrection, and denying the results of an election isn’t a good platform 🤔"
51,"Sep 9, 2022",Such a great turnout in Centralia last night. I loved hearing about the issues most important to you. Stay up to date with campaign events here: https://mobilize.us/marieforcongress/
52,"Sep 8, 2022","I'm running in one of the most crucial races in the country. 

My opponent “stands with” Bannon, thinks we should abolish the Department of Education and enact a nation-wide abortion ban. Please help me spread the word about this important race!"
53,"Sep 8, 2022",Help a small business owner who works in the trades get to congress:
54,"Sep 8, 2022","The guy that just defrauded his own supporters? 

Try standing with #WA03 instead!"
55,"Sep 8, 2022","JOIN ME THIS SATURDAY 🗓 
At our canvass kickoffs in Longview and Vancouver

Come grab a yard sign 🪧 hear me speak 📢 and knock on some doors! 🚪 

RSVP Here: https://mobilize.us/marieforcongress/"
56,"Sep 8, 2022",RSVP for Vancouver: https://mobilize.us/s/Nu88rk
57,"Sep 8, 2022",RSVP for Longview: https://mobilize.us/s/4wUjtq
58,"Sep 8, 2022","“Dismantle mail in voting” is one of your worst ideas, and that’s saying a lot."
59,"Sep 7, 2022","My platform is simple, we need to:
 
- Revitalize Trades Programs
- Reshore Manufacturing
- Get Big Money out of Politics
- Federally Protect Reproductive Freedoms

I’ll work to find real solutions, not align with extreme views that keep Congress from getting sh*t done"
60,"Sep 7, 2022",“Kent’s strategy of hitching himself to Trump is a losing one in WA-3 if we have a good candidate and a reasonable level of funding”
61,"Sep 7, 2022",Keep our campaign well funded:
62,"Sep 6, 2022","Join me this Saturday for our Longview and Vancouver canvass kick-offs! First we’ll rally, next I’ll say a few words, and then we’ll all go knock on doors to tell our neighbors about this important race.

RSVP and learn about other upcoming events here: 
https://mobilize.us/marieforcongress/"
63,"Sep 6, 2022",RSVP for Longview: https://mobilize.us/s/4wUjtq
64,"Sep 6, 2022",RSVP for Vancouver: https://mobilize.us/s/Nu88rk
65,"Sep 6, 2022","In #WA03, we don’t like:
Extreme heat.
Extreme I-5 traffic.
Extreme right wing views. 
Let’s keep Joe Kent out of DC."
66,"Sep 5, 2022","We’ve been told for years to distrust unions, but why?

The only people who should be scared of unions are wealthy corporations and their CEOs who take the whole pie and leave us the crumbs to fight over."
67,"Sep 5, 2022",Being anti-union is a red flag 🚩
68,"Sep 5, 2022","I am proud to be supported by the 
@WAAFLCIO
, 
@IBEW
, 
@Teamsters
, 
@WABuildingTrade
 and labor unions across the district. I’m ready to fight for workers in Congress and be a voice for working people!"
69,"Sep 5, 2022","Do you enjoy having weekends off? Or a 40-hour work week? Overtime pay? Workday breaks? Thank a union member! 

This Labor Day, let’s celebrate the workers who fought to secure the protections we enjoy today. Let’s keep raising the bar."
70,"Sep 5, 2022","I always love an excuse to come out to the Washington Coast. Thanks to everyone who joined me at the parade and meet & greet in South Bend. 

I’m looking forward to Labor Day picnics in Kalama & Chehalis today!"
71,"Sep 4, 2022","Hello from Pacific County, where we’re having fun in the rain at the South Bend Labor Day parade!

Our campaign is powered by volunteers like you. Join us at our next event ➡️ http://marieforcongress.com/volunteer/"
72,"Sep 4, 2022","I spent the afternoon at Ukrainian Day. Our district’s cultural diversity makes us stronger, and I’ll always stand with Ukrainian Americans and the people of Ukraine 🇺🇸🇺🇦"
73,"Sep 2, 2022","🚨 Big Update 🚨
A new poll has me ahead of Joe Kent by 2 points — that’s before voters found out about his violent, nationalist views. We CAN and must flip this seat to bring the voices of real Washingtonians to Congress."
74,"Sep 2, 2022","Help us use this momentum to spread my positive, pro-choice message and expand our lead:"
75,"Sep 2, 2022","Most importantly, 97% of donations came from grassroots donors and 83% of those donations are from my fellow Washingtonians. 

It’s clear our campaign is for working people, not corporate MAGA interests. Give your support here: https://secure.actblue.com/donate/mgp?refcode=website&amount=25"
76,"Sep 1, 2022","I am proud to have built my own home in Skamania County, but the reality is that we didn’t have a choice. Getting approved for a loan is a nightmare and as a young family it was nearly impossible. In Congress, I’ll fight to bring down the cost of living for Washington families."
77,"Sep 1, 2022","I hear Republicans are backpedaling on abortion because they're realizing how unpopular their horrific and life-threatening stance is. Let's be clear that Joe wants pass nation-wide ban if elected:Sep 1, 2022
Pro-choice"
78,"Sep 1, 2022",The reason Joe Kent supports a national ban on abortion is because it’s the only way he can impose his views on women in our state.
79,"Aug 31, 2022",Extremism and Trumpism lost in Alaska tonight. And it’s going to lose in Washington this November
80,"Aug 31, 2022",You're proud to be endorsed by someone who used tax payer dollars to hold private donor dinners? Seems right.
81,"Aug 31, 2022","I don’t want Washington to be a place where AC in the summer is as important as heat in the winter. We need to fight climate change, not support big oil companies. That’s why I’m not taking a dime of corporate PAC money – We need legislators who work for us!"
82,"Aug 31, 2022","As climate change brings more hot days, make sure you know how to check your car's coolant to save yourself ⏰ and 💵. Learn how in my latest TikTok:"
83,"Aug 31, 2022","The momentum is building, it was great to meet so many folks in Longview tonight despite the heat! Cowlitz County knows how to deliver a *warm* welcome"
84,"Aug 30, 2022",Extremists like Joe Kent are running for seats all over the country. Do not doubt what's at stake this November.
85,"Aug 30, 2022","I am honored to accept the invitation from 
@LWV
 for the first #WA03 debate between myself and Joe Kent. My campaign is working on organizing multiple debates before November 1/4"
86,"Aug 30, 2022",I can't wait to show voters how different we are. He'll ramble about right wing conspiracies. I'll be offering concrete ways to improve the lives of Washingtonians. 3/4
87,"Aug 30, 2022","When the debate is over, there won't be any question about who should represent the people of #WA03. 4/4"
88,"Aug 29, 2022",Washington’s 3rd District is one of the most competitive races in the country. My opponent thinks we should abolish the Department of Education and enact a nation-wide abortion ban. Please share my message to help me win against Joe Kent.
89,"Aug 29, 2022",Help a working mother and small business owner get to Congress!
90,"Aug 28, 2022","Get ready to see a lot more of this!

This is a huge race and we need volunteers to help us win. Join our campaign ➡️ http://marieforcongress.com/volunteer/"
91,"Aug 28, 2022",#DogsforMarie
92,"Aug 28, 2022","Spreading the word far, wide, and at high elevation! Love this photo of some of our incredible volunteers at the top of Dog Mountain."
93,"Aug 26, 2022","My opponent thinks I serve the globalist agenda… 

Does celebrating #internationaldogday count? Meet Uma Furman!"
94,"Aug 25, 2022","Abortion is not a “Democrat issue.” It affects everyone. In rural counties, people like myself have limited access to essential services. I get my water from a well, and I get my internet from a radio tower – but reproductive health care is even more scarce. 1/4"
95,"Aug 25, 2022","Republicans claim to want personal freedom and limited government, so this should be an important issue to them too. Opponents of abortion rights want to have a say over their own bodies and personal decisions – so why take that right away from others? 3/4"
96,"Aug 25, 2022","In Congress, I’ll fight to make sure everyone has the right to choose what they do with their bodies. An important part of that right is ensuring people have access to the healthcare they need regardless of where they live 4/4"
97,"Aug 25, 2022","No one should go into debt because they get sick. 

I’m proud to live in a state taking meaningful steps to ensure folks can receive affordable healthcare."
98,"Aug 24, 2022","Uhh, just so we’re clear, I don’t support abolishing the Department of Education."
99,"Aug 24, 2022",Extremists don’t pass bills – they obstruct progress. There is too much at stake to elect representatives who tout lies or sit on their hands. We need legislators who can get sh!t done.
100,"Aug 23, 2022","Being a working parent requires enough difficult sacrifices, let alone facing added pressures of rising costs of living. What average family is able to afford an extra $300k? I’m running to #FlipWA03 to help parents comfortably make whatever choices are right for their family."
101,"Aug 22, 2022","Had such a great weekend! On Sunday my family and I went to Bizi Farms 🚜 and got to connect with Washington Farmers at the Clark-Cowlitz Farm Bureau Picnic!

On Saturday I got to walk in the Skamania County Parade and take home the newest member of our team, Jarry! 🦃"
102,"Aug 22, 2022","(1/3) We asked, and you answered! The results from our GE Survey are in, and here’s what you chose as your top priorities:

-Affordable childcare
-Jobs & wage growth 
-Climate action
-Abortion rights
-Affordable healthcare
-Supporting manufacturing
-Supporting small business"
103,"Aug 22, 2022","(2/3) So many of you also expressed how important it is that we defeat Joe Kent and his dangerous brand of MAGA-extremism, and above all protect our democracy. This really drives home what’s at stake in the #WA03 election."
104,"Aug 22, 2022",(3/3) I’m ready to #FlipWA03 and get to work on the issues that affect our communities most deeply. We’re counting on your grassroots support to help us defeat Joe Kent and bring the voices of working Washingtonians to Congress. Chip in here: ​​
105,"Aug 22, 2022","So many of you also expressed how important it is that we defeat Joe Kent and his dangerous brand of MAGA-extremism, and above all protect our democracy. This really drives home what’s at stake in the #WA03 election."
106,"Aug 22, 2022",I’m ready to #FlipWA03 and get to work on the issues that affect our communities most deeply. We’re counting on your grassroots support to help us defeat Joe Kent and bring the voices of working Washingtonians to Congress. Chip in here: ​​
107,"Aug 21, 2022",".
@Liz_Cheney
: Consider this an open invitation to #WA03 where I’m going toe to toe with MAGA poster boy Joe Kent."
108,"Aug 20, 2022","Radical right-wing extremist and white nationalist Joe Kent is the #1 priority for #MAGARepublicans in the midterms. Right now, the only thing standing between Kent and Congress is me.

Stop Kent and his dangerous agenda by joining our movement today:"
109,"Aug 19, 2022",We’ll have volunteers at the Vancouver Farmers Market tomorrow from 9:00-3:00. Come say hi & grab a yard sign! If you’re interested in working at your local farmer’s market reach out to volunteer@marieforcongress.com!
110,"Aug 19, 2022","Representative Kilmer is a tireless champion for Washington families working to create jobs, protect our environment, and support bipartisan legislation. 
@DerekKilmer
, thank you for your endorsement, I’m looking forward to serving with you in Congress!"
111,"Aug 19, 2022",Running in one of the most competitive races in the country with a 1 year old isn’t easy – but we make it work. Thank goodness for grandparents and movie magic!
112,"Aug 18, 2022",One of the best parts of this campaign is getting to meet voters across the district. Thank you to everyone in Lewis County who talked to me at the Southwest Washington Fair and at our McFiler’s meet & greet!
113,"Aug 17, 2022","Joe Kent thinks we’re at war with our own government. I’m running to help working Washingtonians, not bail out Donald Trump."
114,"Aug 16, 2022","Senator Murray is a champion for  the environment, healthcare, reproductive freedom and has made Washington a better state for working mothers like me. 
@PattyMurray
 I am honored to have your endorsement."
115,"Aug 16, 2022",(1/2) I am not your average DC Democrat. And I’m not a swamp creature or some other nonsense that Joe Kent has said. I am a working-class small business owner who can unite this district and bring positive change to Washington.
116,"Aug 16, 2022","(2/2) ""Stradley, a 79-year-old retired truck driver who considers himself a political independent, said he’d voted for Herrera Beutler in the primary. But he’ll be backing Gluesenkamp Perez this fall""

This is about real solutions for working Washingtonians – not party. #FlipWA03"
117,"Aug 15, 2022","Honored to receive the endorsement of 
@larsenrick
! I look forward to joining him in Congress to fight for families across Washington state, advancing our shared values from climate action to affordable health care, economic resiliency and more."
118,"Aug 15, 2022","If you thought Joe Kent would soften his extremist views after the primary, think again. Washingtonians don’t need a leader who echoes dangerous, fearmongering rhetoric – we need a leader who understands the challenges working families face every day."
119,"Aug 15, 2022","I had a great time at the 
@ClarkCoDemParty
 Ogden Dinner this weekend and was honored to speak about the importance of flipping #WA03!! And with our endorsement from champion of democracy 
@BobFergusonAG
, we’re building a strong team to bring Washingtonians’ voices to Congress 💪"
120,"Aug 14, 2022",Two of our wonderful volunteers Holly & Molly are at the Vancouver Farmers Market this morning. Come pick up a yard sign & say hi!
121,"Aug 13, 2022","@BobFergusonAG
 knows better than anyone the importance of standing up to the extremist agenda in Washington. I am honored to have the endorsement of such an incredible champion for our democracy!"
122,"Aug 12, 2022",Had a great time talking to voters at the Clark County Fair yesterday. Thanks to everyone who took the time to speak with me about this important race! These are the voices I’m committed to bringing to Congress.
123,"Aug 10, 2022","What a huge step in honoring our country’s promises to those who served! Finally, veterans impacted by toxin exposure will get the care they need. It’s clear that when advocates speak up, we can get things done!"
124,"Aug 10, 2022","This is big: 
@CookPolitical
 just upgraded its rating for #WA03 in our favor! We have a real chance to flip this seat blue, but we have to keep this momentum going. Will you chip in to help us take on one of the most extreme candidates in the country?"
125,"Aug 9, 2022","Thank you 
@HerreraBeutler
 for serving Southwest Washington. We may not always see eye to eye, but we both value democracy, the rule of law, and free, fair, open elections. I know most voters in our district share those values too."
126,"Aug 9, 2022","I’m Marie Gluesenkamp Perez, the Democrat who beat Joe Kent in the primary and will beat him again in November.

With your help we’ll flip this seat blue, protect abortion rights, and save our democracy.

Join our campaign now ⤵️"
127,"Aug 8, 2022",Joe Kent has now pulled ahead of Herrera Beutler and it appears he will be our opponent in November. Kent will only add to the dysfunction paralyzing our country. With your backing we can reject extremism and support the common good. I look forward to earning your support!
128,"Aug 5, 2022","Thank you to everyone who has reached out about volunteering for the campaign. No matter who I’m running against, we’re going to need your help to win in November! You can sign up on my website: http://marieforcongress.com/volunteer/ or reach out to volunteer@Marieforcongress.com"
129,"Aug 3, 2022","Just learned 
@AP
 has called the race for us! We have won this primary despite being outspent over 10 to 1. #WA03 is looking for change and I will deliver. I will fight to make sure that working families, small businesses, and mothers have the representation they deserve."
130,"Aug 2, 2022","You have until 8 pm tonight to turn in your ballots! Thank you to my mother in law for the hat, you all know what to do! #Vote4Mom #flipWA03"
131,"Jul 31, 2022","Thank you to everyone who has voted in this primary. If you haven’t, you have until 8 pm on Tuesday, August 2nd! Let’s flip #WA03!"
132,"Jul 30, 2022","We’re in La Center, come pick up yard signs and say hi!"
133,"Jul 29, 2022","If you’re against abortion AND contraception, you’re an extremist. 
@HerreraBeutler
 is out of touch with our district’s values. You can watch my 
@KGWStraighttalk
 interview with 
@LauralPorter
 online or at 7pm tonight on 
@KGW"
134,"Jul 29, 2022",Here’s the link to watch online:
135,"Jul 28, 2022","No matter how much 
@herrerabeutler
 spends on TV ads telling us she’s a moderate her voting record is clear. She’ll take away your right to marry who you love she will take away your right to contraception and freedom of choice. I am the only candidate who will protect our rights."
136,"Jul 26, 2022","The future of democracy is on the line. Tune into 
@OPBTOL
 on 
@OPB
 at 12:00 or 8:00 tomorrow for a debate between Joe Kent and me."
137,"Jul 26, 2022",The stakes couldn’t be higher in this election. We’re running against a field of anti-choice extremists. Join us calling voters across the district to make sure they turn in their ballot before August 2nd. Register to volunteer here: https://marieforcongress.com/volunteer/
138,"Jul 24, 2022",So much fun in Pacific County today. Thank you to everyone who came out in Ilwaco & Raymond!
139,"Jul 23, 2022",Great turn out at the Camas Days Parade. Thanks to everyone who walked with us & talked to me today!
140,"Jul 22, 2022",We’re going to flip #WA03 with the support of folks just like you- thanks to everyone who came out tonight. Looking forward to Camas Days Parade tomorrow!
141,"Jul 22, 2022","Feel so relieved after getting my 11 month old son his second shot last Saturday. Thanks to the thousands of patriotic families who volunteered in the trials. Vaccines have been critical for decreasing the spread of covid and preventing hospitalizations, your service saved lives"
142,"Jul 21, 2022","Today, 
@HerreraBeutler
 celebrated the end of Roe by voting against a bill to protect our access to contraceptives- one thing we can all agree actually prevents abortion. Jaime is not a moderate and has failed to give #WA03 the representation we deserve."
143,"Jul 21, 2022","I am honored to have the endorsement of 
@RepDelBene
! Representative DelBene is a champion for working families, the environment, health care and is a fellow 
@Reed_College_
 alumni! So thankful for her congressional work and value her support."
144,"Jul 21, 2022","Help me make sure I can get to Congress to work alongside Suzan by making a contribution today of just $3, $5, $10 or whatever you can!"
145,"Jul 19, 2022","Today, renown “moderate”  
@JaimeForUSRep
 voted against codifying a right to same-sex marriage. Who’s rights are up for grabs next?"
146,"Jul 19, 2022","There is a strong base of Democrats in our district and as a rural democrat who works in the trades, I am the candidate who can flip this seat. Kent is far too extreme & Jaime has been a no-show when we need her the most. SW WA deserves real representation. Let’s flip #WA03"
147,"Jul 16, 2022",Enjoyed meeting & talking with voters at the Battle Ground Harvest Days Parade this morning. Many thanks to our wonderful volunteers for walking with us!
148,"Jul 14, 2022","The numbers are clear, with a united democratic field, we’re making it out of the primary and flipping #WA03! Thank you 
@johnstang_8
  and 
@Crosscut
 for bringing attention to this critical race."
149,"Jul 14, 2022","Excellent analysis from 
@daveweigel
 for the 
@washingtonpost
; SW Washington deserves a representative who works for us. When we need Jaime she doesn’t show up. When we rely on her for a critical vote, she’s absent. I will show up and fight for SW Washington"
150,"Jul 13, 2022",Join me and the Democrats of Pacific County TONIGHT for a virtual town hall! RSVP here: https://fb.me/e/2ng7yI35m
151,"Jul 11, 2022","As a proud ally, I want to thank everyone who listened to and spoke with me at Pride in the Park on Saturday. It’s time to fight for all our rights and ensure the LGBTQ community gets the representation it has been missing for the past 12 years! #flipWA03 #MGPforCongress"
152,"Jul 7, 2022","Hope is the driving force when you’re up against a field of extremist candidates. #WA03 is tired of Jaime Herrera Beutler and Joe Kent is far too extreme for our district. I know we can flip this seat blue! Thank you, 
@OPB
, for telling this story."
153,"Jul 7, 2022",Join the movement to flip this seat blue for Washington’s working families by becoming a grassroots supporter today
154,"Jul 6, 2022",Join me and the Washington Democrats for the Clark County Day of Action this Saturday. Can’t wait to see you there! Here’s the link to register: https://secure.ngpvan.com/Xt2DC3O2_Ei1_RS2WC6AZw2
155,"Jul 5, 2022",Excited to be in Longview this Friday for the Lower Columbia Indivisible’s Meet the Candidates Event. Hope to see you there!
156,"Jul 4, 2022","Today is a day to honor the legacy of the United States and push ourselves to live up to its potential. Had a great day in Longview, thank you to the Cowlitz County Democrats for hosting me. You represent the America I am proud to live in and the one I will fight for in Congress"
157,"Jun 30, 2022","Federal deadline tonight, shake your piggy banks! Here’s the link to donate: https://secure.actblue.com/donate/mgp?refcode=website&amount=25 Thank you, thank you, thank you!"
158,"Jun 27, 2022",Making change starts at the grassroots and I cannot thank the wonderful folks who turned out to doorknock in Longview enough. You all are putting in the work! Together we can #FlipWA03
159,"Jun 24, 2022","I am outraged by today’s Supreme Court decision to reverse Roe v. Wade. 

I, like so many, suffered a miscarriage just two years ago. 
@PPact
 was one of the only places I could turn to get the care I needed, which in this case was an assisted abortion"
160,"Jun 24, 2022","Without access to safe reproductive care, I could have died or suffered complications that could have prevented me from ever going on to have a successful pregnancy. Without the care Planned Parenthood provided that day, I may not be a mother today.  #WomensRights #RoeVsWade"
161,"Jun 24, 2022","In congress, I will take on politicians who try to get between a woman and her doctor and fight to protect abortion rights that the Supreme Court put in jeopardy. It’s more important than ever that mothers like me stand up for our rights."
162,"Jun 20, 2022",Thanks to everyone who spoke with me at the Juneteenth Festival and to those of you who came to have a beer with me at Hidden House. I’m looking forward to more days like these!
163,"Jun 20, 2022",Make sure you’re connected to the campaign through the volunteer page on my website if you want to hear about future opportunities!
164,"Jun 17, 2022",As the only pro-choice woman on the ballot I am honored to have the endorsement of the National Women’s Political Caucus
165,"Jun 16, 2022",Making democracy work at the local level takes work and no one knows that more than rural Democrats. So proud to have the endorsement from the hard working Pacific County Dems!
166,"Jun 15, 2022","Had a great time talking about American manufacturing, homeownership and fighting for Middle America with Kyle on 
@KXRONews
 this morning! Here’s the link to listen:"
167,"Jun 8, 2022",The past two nights have been wonderful! Thank you to the Cowlitz County Democrats and to the 17th LD Democrats for having me.
168,"Jun 6, 2022","Such a wonderful Saturday evening at the Cowlitz County Democrats’ Give ‘Em Hell, Harry dinner. Democrats are ready to flip and keep seats blue! I was thankful for the opportunity to speak about the importance of reproductive freedom as the only pro-choice woman on the ballot"
169,"Jun 1, 2022","Proud to receive the OFFICIAL endorsement of the Washington State Labor Council 
@WAAFLCIO
! Now more than ever, its critical that our country has leadership that knows what its like to put in a hard days work and respects the trades that make our country thrive."
170,"May 30, 2022",Today we honor those who have lost their lives to preserve our freedoms and protect us all. I am humbled by their sacrifice and grateful for their example. Let us never forget them and work to create a united and just America for all with their legacy in mind 🇺🇸
171,"May 23, 2022","New Poll Makes Clear that now with united Democratic field, race in November will be between me and White Nationalist, anti-choice Joe Kent.  We can, and must, win."
172,"May 22, 2022","Many thanks to our volunteers and especially 
@bhennrich
 and his wonderful family for walking with us in the Hazel Dell Parade yesterday!"
173,"May 20, 2022","I want to thank 
@bhennrich
  for his hard work and his deep commitment to democracy. I am humbled and appreciate his willingness to make sure we unite to #FlipWA03. Let's go win this race, it's going to take all of us."
174,"May 20, 2022",100% incumbents aren’t enough-we’ve got flip! #Blue22
175,"May 19, 2022","I have officially filed to run for congress in Washington State’s 3rd Congressional District. I am so thankful for everyone who has supported me so far in this race and can’t wait to flip this seat blue. Join me! 

Endorse: https://forms.gle/5txaRRoU7MxajMw5A 
Donate: https://secure.actblue.com/donate/mgp?refcode=website&amount=25"
176,"May 19, 2022",Can’t win this fight alone and tonight we are honored to have the unanimous vote for endorsement from the 18th LD Dems!
