,date,text
172,"Oct 4, 2022","I was willing to die for this country, so you know I'll fight like hell to protect our fundamental rights, including the right to an abortion. #PA17"
173,"Oct 4, 2022","When I took the oath of office as a 17-year old, I swore to protect & defend this country. That commitment & my love of country still drive me today. It's why I am asking folks to send me to DC to serve all of us yet again. I will always put our common good and western PA first."
174,"Oct 3, 2022","Chris Geronimos is spot on: ""This fall, it’s crucial that we elect allies in every level of government who are focused on creating family-sustaining career pathways for all Pennsylvanians."" [1/2]"
175,"Oct 3, 2022","And I couldn't be prouder to have support from Chris and the 
@dc57iupat
 members he's leading. They know I'll be fighting to support #PA17 union apprenticeship programs. [2/2]"
176,"Oct 3, 2022","I had some great conversations over breakfast this morning with members of PFT Local 400R. Teachers are so critical to our kids and our communities, and I'm honored to have 
@AFTPA
, 
@PSEA
, and 
@PFT400
 backing this #PA17 campaign. Thank you!"
177,"Oct 3, 2022","Jeremy Shaffer is already working with extremists like Mastriano to strip away reproductive freedom. I've been committed to defending our Constitution since my days in uniform, and I'll always fight to protect your rights from these attacks."
178,"Oct 3, 2022","We have to be ready for these attacks and efforts to weaken our democracy from right-wing election deniers and conspiracy theorists. I know that folks in #PA17 (whether Democrat, Republican, or Independent) refuse to let these extremists win."
179,"Oct 2, 2022","Here he goes again, telling us exactly who he is. More campaign merch that isn't union-printed. Talk is cheap, Jeremy. Stop undercutting #PA17 union workers just to save a buck."
180,"Oct 2, 2022","(And I know you’re not from here, Jeremy, so let me help ya out as a #PA17 native: we say “Pitt” Panthers—not “Pittsburgh” Panthers. #H2P)"
181,"Oct 2, 2022","Well, another tough loss for the Steelers, but my kids found some joy in pumpkin picking and farm fun today! #PA17"
182,"Oct 2, 2022","Despite the weather, #TeamDeluzio is putting the work in! Shout out to all of our amazing volunteers across #PA-17 who are fighting for our common good."
183,"Oct 2, 2022",Union coffee is the best coffee. ☕️
184,"Oct 1, 2022","Forest Hills may be new to #PA17, but they're ready to fight for our common good. #TeamDeluzio is knocking on doors across the district every day, sign up to join us in your community: https://mobilize.us/chrisforpa/"
185,"Oct 1, 2022",Go Navy! Beat Air Force!
186,"Oct 1, 2022","Jeremy Shaffer shares a #PA17 campaign office with this man. The Mastriano-Shaffer radical right is way too extreme for western PA, and we'll prove it in November."
187,"Sep 30, 2022",Our biggest fundraising deadline of the year is midnight tonight — can you chip in and help us beat the huge corporate jag-offs? https://secure.actblue.com/donate/chris-deluzio-for-congress-social
188,"Sep 30, 2022","From the factory floor to the coffee shop, #TeamDeluzio is honored to have support from every corner of the western PA labor movement. 

I'll always fight to lift up #PA17 workers and protect local jobs from corporate raiders and anti-union attacks."
189,"Sep 30, 2022","#TeamDeluzio will be hitting every corner of #PA17 this weekend, all across Allegheny and Beaver Counties. People are fired up to fight for the common good. Will you join us? https://mobilize.us/chrisforpa/"
190,"Sep 30, 2022","My opponent is “honored” to be endorsed by a guy who tried to kill hard-earned benefits for veterans like me exposed to burn pits in Iraq, Afghanistan, etc. Pat Toomey’s betrayal of us veterans is something we’ll never forget. Disgraceful."
191,"Sep 29, 2022",A new and modern terminal at the airport will serve our region well and boost our economy. I'm excited about the work (and jobs!) we're seeing. We should have the best infrastructure in the world & I'll always fight in Washington to deliver it for #PA17.
192,"Sep 29, 2022","I don't think the richest billionaires in history should pay a lower tax rate than you. Pretty basic stuff, folks. 

And when I'm the next #PA17 Congressman, I'll fight to get these billionaires and huge corporations to pay their fair share in taxes."
193,"Sep 29, 2022","So many great #PA17 breweries for folks to enjoy. Some of my personal favorites are Grist House, Dancing Gnome, Fermata, Hitchhiker, and Cobblehaus. 

But I gotta tell ya…nothing beats a cold Iron! 🍻"
194,"Sep 29, 2022","Happy #VFWDay from this proud VFW member! And thanks for all that you do for us veterans, service members, and our families."
195,"Sep 28, 2022","A picture worth a thousand words. 

Doug Mastriano proudly participated in the insurrection to overthrow our government, and my opponent welcomes endorsements and support from these people (even Trump). Too dangerous for #PA17."
196,"Sep 28, 2022","Honored to be endorsed by 
@NARAL
. You'll always know where I stand on protecting your freedom to choose. And I'm going to fight hard to protect you from extremists like Doug Mastriano and my opponent and their plans to attack your rights."
197,"Sep 28, 2022",The Inflation Reduction Act will provide working people with billions in savings by allowing Medicare to negotiate drug prices (finally!). [1/2]
198,"Sep 28, 2022",But the Big Pharma-backed House Republicans & my opponent can't wait to reverse this b/c they care way more about juicing corporate profits than protecting Seniors. So let's make sure we beat 'em here in #PA17 on November 8! [2/2]
199,"Sep 27, 2022","42 days until Election Day! Mail ballots will start arriving in homes in a matter of days, and #TeamDeluzio is sprinting to the finish. 

Volunteer today (and you can get your own union-made Deluzio shirt!): https://mobilize.us/chrisforpa/"
200,"Sep 27, 2022","One thing I regularly hear from #PA17 voters: they want a healthy democracy. Folks are tired of the conspiracy theories, the chaos, the Jan. 6 violence. [1/2]"
201,"Sep 27, 2022","I've been committed to defending our Constitution since I took the oath as a 17-year old, and my resolve to defend America and our freedom has only grown. [2/2]"
202,"Sep 27, 2022","My opponent is on record supporting a constitutional amendment to ban abortion, even in cases of rape and incest. He'd happily work with his extremist allies like Doug Mastriano to strip away your personal freedoms."
203,"Sep 27, 2022","Gutting Social Security & Medicare, banning abortion, letting Big Pharma rip you off at the pharmacy, & so much more: the MAGA-Shaffer agenda is wrong for #PA17."
204,"Sep 26, 2022","While my corporate executive opponent was chasing his millions, I was serving in uniform to keep this country safe. 

Stepping up after this country was attacked on 9/11 was an easy choice for me, because those are the values I learned growing up right here in #PA17."
205,"Sep 26, 2022",Happy Monday to everyone except corporate executives who sell out American workers to save a buck on cheap campaign merch!
206,"Sep 26, 2022",#PA17 rocks hard. Great stuff!
207,"Sep 26, 2022","#TeamDeluzio doesn't run on corporate fortunes or gifts from the Koch brothers. We're powered by a movement of working people across #PA17. If you can manage, please support our fight. https://secure.actblue.com/donate/chris-deluzio-for-congress-social"
208,"Sep 25, 2022","Grateful as always to the awesome #TeamDeluzio volunteers who knocked doors, made calls, sent postcards, and fought for the common good all over #PA17 this weekend. 

Will you join us?
https://mobilize.us/chrisforpa/"
209,"Sep 25, 2022","Congrats to former Penn Hills standout and #PA17 legend 
@AaronDonald97
!"
210,"Sep 25, 2022",Thanks to some wonderful folks in Chippewa for hosting a meet and greet for #TeamDeluzio this afternoon. Got to see some old friends and make some new ones! #PA17
211,"Sep 25, 2022",So many fired up volunteers this morning at the Blue Victory Brunch in Allison Park. #TeamDeluzio is ready for the final stretch! #PA17
212,"Sep 25, 2022",Wishing all who celebrate a peaceful and joyful Rosh Hashanah. Shanah Tovah!
213,"Sep 25, 2022","#TeamDeluzio started the morning at the Shaler Area Backpack Initiative, which provides food for students experiencing food insecurity to take home on the weekends. Inspiring to see #PA17 neighbors helping each other out. 
@LindseyForPA"
214,"Sep 24, 2022",Our listening session in Penn Hills was a great time to hear from voters about what they expect from their next #PA17 Congressman. Delivering for western PA & standing up for our democracy against the insurrectionists supporting my corporate executive opponent were top of mind.
215,"Sep 24, 2022",#TeamDeluzio is meeting voters across the district today—kicking things off in Ben Avon and Ambridge. Across #PA17 we are hearing the same thing: life is too expensive and corporate price gouging has to stop.
216,"Sep 24, 2022",I'm running to hold the corporate bad actors accountable and start making more stuff right here in western PA.
217,"Sep 24, 2022",The positive reaction to our latest ad has been overwhelming -- and I can't thank you enough for your support. But we need the money to stay on the air to keep getting our message out. Can you chip in today to help? https://secure.actblue.com/donate/chris-deluzio-for-congress-social
218,"Sep 23, 2022","🇺🇸 Let's make stuff here again with union workers. 
👊Let's take on huge corporate price gouging. 
👍Let's put #PA17 working families first."
219,"Sep 23, 2022","I stepped up to serve our country in uniform because I believe deeply in what America is and can be. In Congress, I've committeed to joining the For Country Caucus alongside veterans from both parties, driven by that same belief in America. [1/2]"
220,"Sep 23, 2022",I know we're strongest when we fight together for our common good. #PA17 [2/2]
221,"Sep 23, 2022","Corporate execs like the guy I'm running against just LOVE screwing over American workers. Heck, lousy trade deals & cheap foreign labor have made them $$$. Enough already. Let's make stuff here with strong union jobs & bring our supply chains back home🇺🇸"
222,"Sep 23, 2022",This union town is ready for Pickett. #HereWeGo
223,"Sep 22, 2022","Raise your hand if: 
✅your private equity investments got $1M+ in PPP loans forgiven
✅you're funding your campaign from the fortune you made at a corporate giant building stuff in China & all over the planet
✅you've pledged to never raise taxes on billionaires & huge corps"
224,"Sep 22, 2022","It's an honor to be the union-backed campaign in the race for #PA17 and have the support of union workers across the district. Thanks 
@EASCarpenters
 and Local #432 members—I’ll always fight for your jobs and the union way of life."
225,"Sep 22, 2022","I'm proud to have earned the endorsement of the hardworking folks of 
@SEIUPA
. On the campaign trail and in Congress, I'll be fighting to protect the union way of life in western PA. #PA17 #1u"
226,"Sep 22, 2022","I believe every person deserves to make their own decisions when it comes to their healthcare and planning a family. My opponent wants government to control your body by banning abortion, even for victims of rape and incest."
227,"Sep 21, 2022","We had a great crowd tonight in Mt. Lebanon. One thing I hear across #PA17 is fear about the future of our democracy. I’ve protected it in uniform, and I’m ready to fight for it in Congress — and unlike my opponent, you’ll see no insurrectionists endorsing my campaign."
228,"Sep 21, 2022","Remember that time Jeremy Shaffer tried to get Trump's endorsement and said he'd ""definitely be honored"" to have his endorsement? Ya know, the guy who tried to overthrow our government and the Constitution...just disgraceful and pathetic stuff."
229,"Sep 21, 2022","Corporate profits continue to hit record highs while the working people of western PA get screwed. We don't just have a supply chain problem, we have a corporate greed problem. I'm ready to fight the price-gouging big businesses ripping us off."
230,"Sep 21, 2022","I’m always so impressed with the hardworking folks who take care of my fellow veterans and me at the VA. Today’s flu shot was no exception! 

When I’m your Congressman, I’ll fight for our country to keep the sacred promise to care for every single veteran who stepped up to serve."
231,"Sep 20, 2022","I believe in something pretty simple: make more stuff here at home. No more lousy trade deals, no more undercutting western PA workers with anti-union laws, no more coddling our economic adversaries abroad. 🇺🇸"
232,"Sep 20, 2022","What do McCarthy, Scalise, and Stefanik have in common? 
-tried to overthrow the 2020 election
-want to cut your Social Security/Medicare
-trying to ban abortion
-backing my corporate executive opponent in #PA17"
233,"Sep 20, 2022","Here's my corporate executive opponent, in writing, saying the government has no role in making sure you have healthcare. 

Seniors: think your Medicare benefits are safe with him? 

How about our VA benefits, fellow veterans? Me neither."
234,"Sep 20, 2022","#TeamDeluzio has a new ad on the air! 

In Congress, I'm going to fight to make stuff in #PA17, create new union jobs, protect our rights, and secure America’s future. Can you chip in today to help us stay on the air?https://secure.actblue.com/donate/chris-deluzio-for-congress-social"
235,"Sep 19, 2022","This election, our rights are on the ballot. I was willing to risk my life to protect them, and in Congress I'll fight these insane right-wing attacks on our freedoms."
236,"Sep 19, 2022","I will fight in Congress for every American's right to form and join a union, starting with the PRO Act ✊"
237,"Sep 19, 2022","Spent some time today with Fox Chapel High School students talking about our government and the future they deserve. 

I know they’re ready to fight for it! Thanks for having me!"
238,"Sep 19, 2022","I’m damn proud that these crooked billionaires are scared of #TeamDeluzio. When the Koch brothers and their dark money come at you, you must be doing something right. #PA17"
239,"Sep 18, 2022",#TeamDeluzio was hitting the doors and the streets hard today. Thanks to all the awesome volunteers powering this fight for our common good.
240,"Sep 18, 2022",Shaking off the Steelers loss and closing out a long weekend on the campaign trail with a family hike in Fall Run Park. Our #PA17 parks are an absolute treasure!
241,"Sep 17, 2022",Wilkinsburg Community Day was a lot of fun. Folks are ready to take this fight for our common good to the finish line in November! #PA17
242,"Sep 17, 2022","It may not feel like Fall today, but Green Tree Octoberfest was a hit!"
243,"Sep 17, 2022",The path to holding the majority in Congress runs right through #PA17. Feeling the love today in Dormont and Mt. Lebanon — volunteers are fired up and knocking doors!
244,"Sep 17, 2022","Fueled up for a day on the #PA17 trail at 
@bcdemparty
’s Doughnuts with Dems event this morning. Folks are fired up!"
245,"Sep 16, 2022","Great to see so many friends in the Building Trades today in Beaver County. We have the best union workforce in the world right here in #PA17, and we’re ready to get to work. ✊"
246,"Sep 16, 2022","For too long, the workers of western PA have been screwed over by anti-union policies and trade deals that killed local jobs & manufacturing. It's time to make stuff right here with strong union jobs. I'm on the side of working families in #PA17, not the multinationals gouging us"
247,"Sep 7, 2022","Hey 
@JeremyShafferPA
, stop undercutting American workers with your foreign-made crap tee shirts. 

Sincerely, the union-endorsed candidate with shirts made by AMERICAN UNION WORKERS."
248,"Sep 12, 2022",There he goes again...
249,"Sep 16, 2022","💪
@AlleghenyLabor

This is what a union strong shirt made right here at home looks like, and my team will always have our campaign gear made by American union workers. (But if you want foreign-made campaign crap, go check out the guy I'm running against.)"
250,"Sep 15, 2022","Here’s a pretty simple idea: let’s ban members of Congress from trading stock. Put the common good first, for crying out loud."
251,"Sep 15, 2022",#TeamDeluzio isn't funded by corporate PACS or $1 million in self-funding like the other guy. We run on the power of the people. Will you join our fight for the common good?
252,"Sep 14, 2022","Corporate executive Jeremy Shaffer is rubbing elbows in DC tonight at a corporate lobbying event. This guy is letting us all know who he answers to, and it ain’t #PA17 working families."
253,"Sep 14, 2022","This is the kind of pro-kids, pro-education, pro-family policy I'll fight for in Congress."
254,"Sep 14, 2022","Jeremy Shaffer just opened a joint campaign office with Doug Mastriano. They worked together in the primary. These extremists are a threat to the Constitution and our freedom. And the people of #PA17—Democrats, Republicans, and Independents alike—are rejecting their crazy agenda."
255,"Sep 14, 2022",Here are the receipts:
256,"Sep 14, 2022","Greedy corporations will keep trying to bust unions if we don't rein them in. I will always fight for the right to organize, the union way of life, and real penalties for illegal union busters. 
@pghsbuxunited"
257,"Sep 13, 2022","If you want a nationwide abortion ban, vote for the other guy. His backers and pals in Congress are trying to ban abortion and can't wait to pass this bill if they take power."
258,"Sep 13, 2022","The difference is clear. I'm proud to be endorsed by 
@PPact
 + 
@NationalNOWPAC
 and will always defend the right to a safe, legal abortion."
259,"Sep 13, 2022","We don't need more corporate shills, like my opponent who's made millions at a huge corporation building infrastructure in China, who's run for office 4x funded by those millions. [1/2]"
260,"Sep 13, 2022","I'm in this race because I believe in America, as someone who's worn the uniform, who will always put the people of western PA ahead of price-gouging corporations & crooked politicians. [2/2]"
261,"Sep 13, 2022","I was willing to risk my life for our rights, so you know I'll fight to protect reproductive freedom. 

My opponent? He'll try to put an abortion ban in the Constitution and wants to force rape and incest victims (even kids) to give birth."
262,"Sep 12, 2022",Some great investments in #PA17 parks and public lands in Crafton and Reserve!
263,"Sep 12, 2022","Shocker: more 
@JeremyShafferPA
 crappy campaign merch made in China. This guy doesn't give a damn about American workers."
264,"Sep 11, 2022","I hope that as we look back on the last twenty-one years since the 9-11 attacks, we honor the memories of the Americans we lost. That we do justice to their sacrifice by rededicating ourselves to this country and all her promise. 

America is worth fighting for."
265,"Sep 10, 2022",#TeamDeluzio was feeling the love at the inaugural Braddock Hills Community Day. Folks are fired up for November! #PA17
266,"Sep 10, 2022","I joined hardworking folks from 
@MomsDemand
 in Mt. Lebanon for a canvass kickoff. I'm proud to have their support in our race for #PA17. Thank you!"
267,"Sep 10, 2022",Had an awesome time at the Sewickley Harvest Festival this morning. Great to see some old friends and meet some new ones! #PA17
268,"Sep 10, 2022","#TeamDeluzio joined forces with 
@VenkatforPA
 to talk to voters in the North Hills this morning. We have canvasses launching all over #PA17, join us: https://mobilize.us/chrisforpa/"
269,"Sep 9, 2022","It was great to talk jobs, manufacturing, workforce development, and so much more today with 
@TheBCCC
. Let’s get to work! #PA17"
270,"Sep 9, 2022","Thanks to the Infrastructure Bill, western PA will recieve big $$$ to expand broadband internet. And Beaver County has put in the work to identify where broadband access is lacking. #PA17 https://post-gazette.com/news/state/2022/09/08/pennsylvania-broadband-map-federal-funding-internet-speeds-fcc-maps/stories/202209080072"
271,"Sep 8, 2022","It was great to spend some time with 
@NALC_National
 today. The Postal Service is a critical public service with hard-working folks delivering for the American people. Thank you!"
272,"Sep 8, 2022",Western PA is ready to lead the fight for our energy security—today and tomorrow—with strong union jobs in #PA17.
273,"Sep 7, 2022","Here in Western PA, you step up for your community when it’s in crisis. It’s why I joined the Navy after 9/11 and served in Iraq. It’s why I led election security efforts at Pitt. And it’s why I’m stepping up again now - to fight for our Western PA values. #PA17"
274,"Sep 6, 2022","A well-deserved and overdue honor for Steelers legend and #PA17 resident 
@francoharrishof
! #HereWeGo  #SteelersNation"
275,"Sep 6, 2022","Honored to be endorsed by 
@SSWorks
, and have the support of Jon “Bowzer” Bauman.

I’ll always fight to protect Social Security and Medicare from right wing attacks on seniors."
276,"Sep 6, 2022","From price gouging to bad trade deals that killed local jobs, the working people of western PA have been getting a raw deal for too long. I will fight to bring down prices and make stuff right here in #PA17, always standing for the union way of life."
277,"Sep 5, 2022","What a morning marching with union sisters and brothers in the Labor Day Parade. I am so honored to be Labor’s candidate in #PA17, and I’ll keep fighting every single day for the union way of life in western PA. Solidarity Forever!"
278,"Sep 5, 2022",Hope to see you at the Labor Day parade this morning! #1u
279,"Sep 5, 2022","Unions lift up all workers, pass it on."
280,"Sep 4, 2022","It was a busy afternoon in the North Hills. I stopped by the Taste of Greece Festival at 
@HolyTrinityPgh
 for a top-notch gyro and to check out the markets. Then I hit the doors (and hills) in Ross! #PA17"
281,"Sep 4, 2022","If you want stuck with the bill for billionaire/corp tax cuts & an abortion ban, check out my right-wing opponent. If you want to fight the greedy corporations gouging us & to bring back our supply chains and jobs, I'm your #PA17 candidate."
282,"Sep 4, 2022","Loving that union-made coffee - and proud to stand in solidarity with the 7707 McKnight Rd 
@pghsbuxunited
 workers. #NoContractNoCoffee #PA17"
283,"Sep 4, 2022","In western PA, we believe in putting people above profits and fighting for our freedom.  Will you join our fight for the common good?

https://mobilize.us/chrisforpa/"
284,"Sep 3, 2022","It was an honor to help out with the 
@AlleghenyLabor
 
@unionveterans
 clean-up today. Labor’s Weekend of Service is all about serving others all over our region, and I’m proud to support it. #1u"
285,"Sep 3, 2022",Great coffee and conversations at the veterans breakfast this morning at Uncommon Grounds in Aliquippa. #PA17
286,"Sep 3, 2022","The western PA labor movement welcomes everyone. This is not just about one factory or one coffee chain, it's a fight for freedom, dignity, and the common good. I'm proud to stand with so many demanding the fair shake that every worker has earned."
287,"Sep 2, 2022",Workers' rights are on the ballot in this election. And #TeamDeluzio is the proud pro-labor and pro-worker campaign in this race. #PA17
288,"Sep 2, 2022",Apollo from Moon is ready to be a #DogsForDeluzio celebrity!
289,"Sep 2, 2022","Happy to help 
@AlleghenyLabor
 kick off the Labor Day weekend of service by donating blood. You can stop by to donate and help folks in our community at PPG Paints Arena until 5pm! #1u 
@penguins


https://vitalant.org/weekendofservice"
290,"Sep 2, 2022","Jobs! Jobs! Jobs!

Our region is getting huge investments in our AI & robotics sector thanks to the American Rescue Plan (ya know, the bill that every single Republican voted against)"
291,"Sep 2, 2022",Huge win for the Panthers...and what a night for Quip MJ Devonshire! #H2P
292,"Sep 1, 2022",What a great and fired up crowd for tonight's AK Valley meet & greet at Harmar House. Folks all across #PA17 are ready to put in the work to win this thing!
293,"Sep 1, 2022","We need a member of Congress in #PA17 with foreign policy experience to stand up to Beijing. 

I'm the only candidate in this race who's led Americans abroad in uniform, who's seen the threat from China, and who has the experience to do the job in DC."
294,"Sep 1, 2022",FIRED UP for the Backyard Brawl tonight and a big Pitt win...Hail to Pitt!
295,"Sep 1, 2022","No need to catch my opponent on a hot mic, his extremist views are out there for all to see. He supports putting an abortion ban in the Constitution, and even opposes exceptions for victims of rape and incest. Way too extreme for western PA."
296,"Aug 31, 2022","Here's a taste of what I'm about:

making more stuff right here in western PA 🇺🇸; 

fighting the greedy corporations gouging us; 

protecting unions and small businesses; 

getting massive corporations to pay their fair share of taxes"
297,"Aug 31, 2022","I learned a simple lesson in uniform, in the fight for a union at Pitt, and growing up here in western PA:  solidarity. You never leave a person behind. And it's central to this fight for our freedom and our common good. #PA17"
298,"Aug 31, 2022","My right-wing opponent made millions as an exec at a massive corporation that builds infrastructure for China. He's already spent $1 million of his own fortune to try and buy this seat.

Can you help #TeamDeluzio in this people-powered campaign?

https://secure.actblue.com/donate/chris-d"
299,"Aug 31, 2022",It was a perfect morning for a tour of the awesome trails and beehives at Kane Woods Nature Area in Scott Township. What a gem—and Yankee Doodle loved it! #PA17
300,"Aug 30, 2022",Patriotism means fighting to bring back jobs & make more stuff here to lower costs. #TeamDeluzio is proud to be the pro-worker & pro-family campaign in #PA17. But I'm sure the greedy corporations gouging us and shipping our jobs overseas love the corporate exec we're up against.
301,"Aug 30, 2022","Thanks @RosedaleTech
 for showing me your campus, and all you’re doing to build up our western PA workforce."
302,"Aug 30, 2022","More good news for #PA17 in the American Rescue Plan: big investments in broadband internet in Beaver County. We should have world-class infrastructure all across #PA17, and we can build it with good union jobs."
303,"Aug 29, 2022",My condolences to the many folks who loved Jack Shea and all he did for working people. The western PA labor movement has lost a giant.
304,"Aug 29, 2022",Let's win this!✊
305,"Aug 29, 2022",Corporate greed is squeezing the hardworking families of #PA17. I will stand up for western PA and fight the huge corporations gouging us. My right-wing opponent would give them a tax cut.
306,"Aug 29, 2022","Like most folks in western PA, I believe it's a representative's job to protect and expand the rights of this community. My extremist opponent wants to ban abortion, even for victims of rape and incest. The radical right is too dangerous for #PA17."
307,"Aug 28, 2022","From the Hookstown Fair to a big rally in Indiana Township, it’s great to see #TeamDeluzio working in every corner of #PA17 this weekend. Let’s win this!"
308,"Aug 27, 2022","Huge thanks to all the #TeamDeluzio volunteers who joined me before knocking doors in Ross, Shaler, and Mt. Lebanon today! (And thanks to so many others knocking all over #PA17 today for our common good!) @LindseyForPA"
309,"Aug 26, 2022",What an honor to address the Rally for Our Rights in Millvale. We’re up against an extremist movement that wants to tear down all of our personal freedoms. I will fight to restore and protect reproductive rights in western PA. #PA17
310,"Aug 26, 2022",Happy National Dog Day to Yankee Doodle and all the #DogsForDeluzio!
311,"Aug 26, 2022","Today is #WomensEqualityDay, but as we celebrate 102 years since the ratification of the 19th amendment, we must also acknowledge that women’s rights are under attack in this country today. The fight for equality and freedoms must never stop."
312,"Aug 26, 2022","With so many #PA17 kids heading back to school lately, here's to hoping you're all as excited as 6-year-old me heading to 1st Grade at Ingram Elementary!"
313,"Aug 25, 2022",What a great end to the day with my family at River Jam in Aspinwall. Can’t beat those river views! #PA17
314,"Aug 25, 2022",It’s been over a week and my opponent still hasn’t accepted this debate… #PA17
315,"Aug 25, 2022","I was lucky enough to grow up right here in #PA17. Those western PA values I learned in this community led me to the Navy, the fight for a union, and this campaign for our common good."
316,"Aug 24, 2022","Western PA is getting major investments like this thanks to the federal infrastructure bill. This means jobs, more business for the region, and a boost to our economy. When I'm in Congress, I'll fight for more investment in western PA - we need it!"
317,"Aug 24, 2022",✊Let's take on the greedy corporations gouging us in western PA.
318,"Aug 24, 2022","My opponent is an extremist who wants an abortion ban in the constitution, even for victims of rape and incest. His views are a threat to our families and our freedom. Help us restore and protect reproductive rights. #PA17 

https://mobilize.us/chrisforpa/"
319,"Aug 23, 2022","I'm fired up after joining @JohnFetterman
, @LindseyForPA
, @VenkatforPA
, and @VoteDanMiller
 at the @steelworkers
 rally this afternoon. I’ll always fight for the union way of life. We're ready to win this! #PA17 ✊"
320,"Aug 23, 2022","And can’t forget our next Lt. Governor @AustinDavisPA
!"
321,"Aug 23, 2022","I was honored to share a stage with @Bob_Casey
 this morning in Midland. He has been a longtime champion for Beaver County and people across western PA, and I’m ready to get to work with him in Washington. Thanks to so many folks and our union brothers and sisters for showing up!"
322,"Aug 23, 2022","#TeamDeluzio is powered by real people. No corporate PACs. No attempts to buy this election like my opponent (he's put in a million $$$ of his fortune).

If you can mange, please support our fight for the common good. #PA17

https://secure.actblue.com/donate/chris-d"
323,"Aug 23, 2022",We're getting millions in healthcare savings and huge investments in western PA manufacturing. This bill is a big win for #PA17.
324,"Aug 22, 2022",There is no place for hate in western PA.
325,"Aug 22, 2022","I'm honored to earn Labor's endorsement. We are the pro-worker campaign in #PA17 (up against an exec at a corporation making millions building infrastructure for China), and we're taking this fight for our common good in western PA all the way to Congress! @PaAFL_CIO
  #Labor2022"
326,"Aug 22, 2022","Jobs! Jobs! Jobs!

Let's make stuff right here in western PA, and let's lead the world in the tech of tomorrow."
327,"Aug 22, 2022","Made by one of our dedicated and talented volunteers in Beaver County. Whether it's baking, sending texts, or knocking doors, our fight for the common good needs your help #PA17. Will you join us?

https://mobilize.us/chrisforpa/"
328,"Aug 21, 2022","Proud to stand with @steelworkers
 Local 1088 workers today to fight for a fair contract. ✊"
329,"Aug 21, 2022","It was a pleasure to address such an enthusiastic and hard-working group. Crudités fans would’ve been disappointed, but there was plenty of ice cream for all. #PA17"
330,"Aug 20, 2022",Knocking doors in Wilkinsburg. #TeamDeluzio is feeling the love! #PA17
331,"Aug 20, 2022",Spent today with some great folks at today’s Penn Hills Community Building event. Don’t miss the backpack giveaway! #PA17
332,"Aug 19, 2022","Hey Western PA, guess what: my opponent is raising money with a right-wing extremist Congressman who voted to throw out our votes in the 2020 presidential election. These people mean chaos and just want power at the expense of our freedom. Hard pass. #PA17"
333,"Aug 19, 2022",Let's roll back the heartless trade deals that stole so much work from our communities and drove up costs for us. It's time to make stuff right here in western PA with solid union jobs and take on the corporate greed that's been gouging us. #PA17
334,"Aug 19, 2022","This is a radical movement dedicated to attacking our freedom. I will always work to protect and expand our rights, not tear them down."
335,"Aug 18, 2022",The choice is clear...
336,"Aug 18, 2022",Some bad news out of Rochester this morning. Wishing a speedy recovery for those who were injured and grateful that there are good people like our first responders always ready to run toward a blaze to keep our communities safe.
337,"Aug 17, 2022",Thanks to all the folks who came out for our #TeamDeluzio office opening party tonight in Coraopolis. Let's win this! @LindseyForPA
338,"Aug 17, 2022","Thanks, @Bob_Casey
 for fighting for investments in PA coal communities in the Inflation Reduction Act."
339,"Aug 17, 2022","Voters deserve to know where we stand on the issues—I'm not afraid to debate and I don’t run away from my positions. How about you @JeremyShafferPA
? @LWVPGH
 @WTAE
 #PA17"
340,"Aug 17, 2022","I'm honored to earn the endorsement of @AFSCME
. I'm fighting for workers across western Pennsylvania, and it means the world to be the labor-backed campaign in #PA17."
341,"Aug 16, 2022","Here’s the world my extremist opponent Jeremy Shaffer wants for western PA. He’s a threat to our freedom, and you better believe I’m not going to stand by and let him and Doug Mastriano take away your right to choose. #PA17"
342,"Aug 16, 2022","Life it too expensive right now. But we know how to bring down costs:  start making stuff here at home again, bring back our supply chains, and take on the corporate power and greed that's gouging all of us. I'll fight to get it done in Congress."
343,"Aug 16, 2022","We already know the facts: Doug Mastriano betrayed the oath he and I both took in uniform. He's a threat to democracy and way too extreme for western PA...and my right-wing opponent is part of the same dangerous, anti-democratic movement."
344,"Aug 16, 2022",The American Rescue Plan Act continues to deliver for #PA17: Beaver Falls is getting $3 million to fund stormwater and blight remediation.
345,"Aug 15, 2022","Running to represent the community that made me who I am is an honor. Join us in our fight for the common good. #PA17

https://mobilize.us/chrisforpa/"
346,"Aug 15, 2022","We're not taking a dime of corporate PAC money in this campaign. That makes support from real folks all the more crucial. If you can manage, please support #TeamDeluzio in our fight for the common good. #PA17

https://secure.actblue.com/donate/chris-deluzio-for-congress-social"
347,"Aug 14, 2022",No better way to end the day than a meeting with supporters in Ross Township. I’m always inspired by the tireless volunteers across #PA17.
348,"Aug 14, 2022","And yes, of course I had to get on the trampoline!"
349,"Aug 14, 2022",I spent the afternoon knocking doors in McCandless - had some great conversations with voters and walked up a lot of hills!
350,"Aug 14, 2022","What a great morning celebrating San Rocco with friends in Aliquippa, from a beautiful mass at St. Titus to the procession through the streets. Viva San Rocco! #PA17"
351,"Aug 14, 2022",Unions lift up all workers and strengthen our democracy. ✊
352,"Aug 13, 2022",It was a great afternoon and evening talking with folks from the North Hills to Forest Hills (with a Millvale visit in between) #PA17
353,"Aug 13, 2022",Thanks to Mayor Dixon for hanging with me at today’s 2nd Saturdays event in Coraopolis. We were feeling the love! #PA17
